Description,Total_Quantity_Sold,Total_Orders,Total_Revenue,Avg_Daily_Demand,Reorder_Point
STRAWBERRY   PICNIC BAG,3801,499,10572.95,126.7,886.9
STRAWBERRY BATH SPONGE ,3138,314,3850.66,104.6,732.1999999999999
STRAWBERRY CAKE TEAPOT,16,4,79.2,0.5333333333333333,3.7333333333333334
STRAWBERRY CANDY BAG,1659,41,524.25,55.3,387.09999999999997
STRAWBERRY CERAMIC TRINKET BOX,33899,1818,39682.67,1129.9666666666667,7909.766666666666
STRAWBERRY CERAMIC TRINKET POT,1036,75,1312.04,34.53333333333333,241.73333333333332
STRAWBERRY CHARLOTTE BAG,14542,988,11654.8,484.73333333333335,3393.133333333333
STRAWBERRY DREAM CHILDS UMBRELLA,560,157,1781.0,18.666666666666668,130.66666666666669
STRAWBERRY FAIRY CAKE TEAPOT,2203,410,10577.95,73.43333333333334,514.0333333333333
STRAWBERRY HONEYCOMB  GARLAND ,2058,190,2819.7,68.6,480.19999999999993
STRAWBERRY LUNCH BOX WITH CUTLERY,6418,798,15232.34,213.93333333333334,1497.5333333333333
STRAWBERRY LUNCHBOX WITH CUTLERY,1402,153,3236.7,46.733333333333334,327.1333333333333
STRAWBERRY RAFFIA FOOD COVER,1225,229,4324.95,40.833333333333336,285.83333333333337
STRAWBERRY SCENTED SET/9 T-LIGHTS,815,93,661.55,27.166666666666668,190.16666666666669
STRAWBERRY SHOPPER BAG,5335,500,6353.53,177.83333333333334,1244.8333333333335
STRAWBERY SWIRL FLARE CANDLE,24,7,50.400000000000006,0.8,5.6000000000000005
STRAWBRY SCENTED VOTIVE CANDLE,2421,65,621.4499999999999,80.7,564.9
STRING CRYSTALS NATURAL,272,25,340.0,9.066666666666666,63.46666666666667
STRING OF 20 ROSE LIGHTS,262,37,2962.5,8.733333333333333,61.133333333333326
"STRING OF 8 BUTTERFLIES,PINK",360,58,571.05,12.0,84.0
STRING OF STARS CARD HOLDER,303,42,812.2500000000001,10.1,70.7
STRIPES DESIGN MONKEY DOLL,1319,89,1622.85,43.96666666666667,307.76666666666665
STRIPES DESIGN TEDDY,159,65,405.45,5.3,37.1
STRIPEY CHOCOLATE NESTING BOXES,851,130,2036.8500000000001,28.366666666666667,198.56666666666666
STRIPY DESIGN SHOWER CAP,1084,60,488.11999999999995,36.13333333333333,252.93333333333334
SUKI  SHOULDER BAG,5021,452,7898.07,167.36666666666667,1171.5666666666666
SUMMER BUTTERFLIES BAG CHARM,31,11,79.05,1.0333333333333334,7.233333333333334
SUMMER DAISIES BAG CHARM,84,19,214.2,2.8,19.599999999999998
SUMMER FUN DESIGN SHOWER CAP,1302,49,462.05999999999995,43.4,303.8
SUNFLOWER DECORATIVE PARASOL,127,34,1038.45,4.233333333333333,29.633333333333333
SUNSET CHECK HAMMOCK,283,83,2135.85,9.433333333333334,66.03333333333333
SUNSET COLOUR CHUNKY KNITTED THROW,52,32,881.4,1.7333333333333334,12.133333333333333
SWALLOW CIGAR BOX MATCHES ,1390,93,1628.06,46.333333333333336,324.33333333333337
SWALLOW GIANT TUBE MATCHES,1115,86,2573.25,37.166666666666664,260.16666666666663
SWALLOW SMALL TUBE MATCHES,1,1,1.65,0.03333333333333333,0.23333333333333334
SWALLOW SQUARE TISSUE BOX,2021,211,1180.79,67.36666666666666,471.5666666666666
SWALLOW WOODEN CHRISTMAS DECORATION,2905,243,2456.77,96.83333333333333,677.8333333333333
SWALLOWS GREETING CARD,12340,601,4948.05,411.3333333333333,2879.333333333333
SWEET HEART CAKE CARRIER,78,42,753.9999999999999,2.6,18.2
SWEET PUDDING STICKER SHEET,282,40,239.7,9.4,65.8
SWEET VALENCIA CANDLE+CUP,131,21,154.63,4.366666666666666,30.566666666666663
SWEETHEART 3 TIER CAKE STAND ,222,122,2174.1,7.4,51.800000000000004
SWEETHEART BIRD HOUSE,829,83,2908.55,27.633333333333333,193.43333333333334
SWEETHEART CAKESTAND 3 TIER,1292,466,12130.4,43.06666666666667,301.4666666666667
SWEETHEART CARRY-ALL BASKET,263,126,2194.7,8.766666666666667,61.366666666666674
SWEETHEART CERAMIC TRINKET BOX,18488,1171,21793.25,616.2666666666667,4313.866666666667
SWEETHEART CREAM STEEL FOLDIN BENCH,203,92,4049.85,6.766666666666667,47.36666666666667
SWEETHEART CREAM STEEL FOLDIN CHAIR,1,1,14.95,0.03333333333333333,0.23333333333333334
SWEETHEART CREAM STEEL TABLE RECT,149,86,2972.5499999999997,4.966666666666667,34.766666666666666
SWEETHEART KEY CABINET,1478,351,8201.7,49.266666666666666,344.8666666666667
SWEETHEART RECIPE BOOK STAND,1465,402,9465.55,48.833333333333336,341.83333333333337
SWEETHEART WALL TIDY ,108,43,1007.0799999999999,3.6,25.2
SWEETHEART WIRE FRUIT BOWL,241,96,1853.1000000000001,8.033333333333333,56.233333333333334
SWEETHEART WIRE MAGAZINE RACK,362,183,2851.5,12.066666666666666,84.46666666666667
SWEETHEART WIRE WALL TIDY,235,106,2268.95,7.833333333333333,54.83333333333333
SWEETIES  STICKERS,1047,109,889.9499999999999,34.9,244.29999999999998
SWIRLY CIRCULAR RUBBERS IN BAG,1026,74,347.19,34.2,239.40000000000003
SWISS CHALET TREE DECORATION ,1662,107,737.66,55.4,387.8
SWISS ROLL TOWEL PINK  SPOTS,666,27,1782.1799999999998,22.2,155.4
"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",1208,128,2493.3,40.266666666666666,281.8666666666667
"SWISS ROLL TOWEL, PINK  SPOTS",1411,101,3190.4500000000003,47.03333333333333,329.23333333333335
T-LIGHT GLASS FLUTED ANTIQUE,8698,332,9985.630000000001,289.93333333333334,2029.5333333333333
T-LIGHT HOLDER HANGING LACE,2176,172,2336.02,72.53333333333333,507.73333333333335
T-LIGHT HOLDER HANGING LOVE BIRD,533,95,1965.63,17.766666666666666,124.36666666666666
T-LIGHT HOLDER SILVER HEART HANDLE,192,22,370.79999999999995,6.4,44.800000000000004
T-LIGHT HOLDER SILVER PETIT FOUR ,182,15,227.5,6.066666666666666,42.46666666666667
T-LIGHT HOLDER SILVER SAUCER,41,6,38.029999999999994,1.3666666666666667,9.566666666666666
T-LIGHT HOLDER SWEETHEART HANGING,1201,180,2292.09,40.03333333333333,280.23333333333335
T-LIGHT HOLDER WHITE LACE,1069,57,775.5699999999999,35.63333333333333,249.43333333333334
TABLE LAMP WHITE SHADE WOOD BASE,173,35,891.5500000000001,5.766666666666667,40.36666666666667
TABLECLOTH RED APPLES DESIGN ,541,173,4861.95,18.033333333333335,126.23333333333335
TALL ROCOCO CANDLE HOLDER,129,27,1051.5,4.3,30.099999999999998
TEA BAG PLATE RED RETROSPOT,5033,353,4171.19,167.76666666666668,1174.3666666666668
TEA BAG PLATE RED SPOTTY ,6866,337,5496.0199999999995,228.86666666666667,1602.0666666666666
TEA COSY BLUE STRIPE,515,98,1273.3899999999999,17.166666666666668,120.16666666666667
TEA COSY RED  STRIPE,1208,169,2850.93,40.266666666666666,281.8666666666667
TEA COSY VINTAGE UNION JACK,988,96,3885.93,32.93333333333333,230.5333333333333
TEA CUP AND SAUCER RETRO SPOT,614,103,2218.98,20.466666666666665,143.26666666666665
TEA FOR ONE POLKADOT,549,155,2362.0099999999998,18.3,128.1
TEA PARTY  WRAPPING PAPER ,6350,207,2603.0,211.66666666666666,1481.6666666666665
TEA PARTY BIRTHDAY CARD,10808,636,4395.65,360.26666666666665,2521.866666666667
TEA TIME BREAKFAST BASKET,170,43,357.0,5.666666666666667,39.66666666666667
TEA TIME CAKE STAND IN GIFT BOX,2384,465,23784.8,79.46666666666667,556.2666666666667
TEA TIME DES TEA COSY,1533,263,3651.91,51.1,357.7
TEA TIME KITCHEN APRON,2128,320,11321.320000000002,70.93333333333334,496.53333333333336
TEA TIME MUG IN GIFT BOX,806,148,2300.9,26.866666666666667,188.06666666666666
TEA TIME OVEN GLOVE,4970,609,5977.87,165.66666666666666,1159.6666666666665
TEA TIME PAPER LANTERNS,334,48,630.5,11.133333333333333,77.93333333333334
TEA TIME PARTY BUNTING,5612,655,24255.3,187.06666666666666,1309.4666666666667
TEA TIME TABLE CLOTH,928,188,8852.880000000001,30.933333333333334,216.53333333333333
TEA TIME TEA SET IN GIFT BOX,436,146,3006.2000000000003,14.533333333333333,101.73333333333333
TEA TIME TEA TOWELS ,5141,408,13363.35,171.36666666666667,1199.5666666666666
TEA TIME TEAPOT IN GIFT BOX,823,216,6126.7699999999995,27.433333333333334,192.03333333333333
TEACUP AND SAUCER REGENCY GREEN,174,13,472.5,5.8,40.6
TEACUP AND SAUCER REGENCY PINK,144,9,384.0,4.8,33.6
TEACUP AND SAUCER REGENCY ROSES,210,14,566.7,7.0,49.0
TEAL/FUSCHIA COL BEAD NECKLACE,18,7,89.1,0.6,4.2
TEATIME CAKE TIN WITH HANDLE,230,63,2168.5,7.666666666666667,53.66666666666667
TEATIME FUNKY FLOWER BACKPACK FOR 2,7,6,118.65,0.23333333333333334,1.6333333333333333
TEATIME GEL PENS ASST,3144,25,542.88,104.8,733.6
TEATIME PEN CASE & PENS,9949,45,1043.53,331.6333333333333,2321.4333333333334
TEATIME PENCIL W STAMP ASST,938,3,82.2,31.266666666666666,218.86666666666667
TEATIME PENCIL WITH RUBBER,122,4,30.5,4.066666666666666,28.466666666666665
TEATIME PUSH DOWN RUBBER,810,21,249.35,27.0,189.0
TEATIME ROUND CAKE TINS ,4,1,39.8,0.13333333333333333,0.9333333333333333
TEATIME ROUND PENCIL SHARPENER ,3413,69,498.65999999999997,113.76666666666667,796.3666666666667
TEXRIO TOMATOES CANDLE+CUP,118,32,142.94,3.933333333333333,27.53333333333333
THE KING GIFT BAG,8083,17,553.7900000000001,269.43333333333334,1886.0333333333333
THE KING GIFT BAG 25x24x12cm,86,12,36.12,2.8666666666666667,20.066666666666666
THREE CANVAS LUGGAGE TAGS,90,11,143.85999999999999,3.0,21.0
THREE MINI HANGING FRAMES,129,44,535.35,4.3,30.099999999999998
TIGRIS EYE CHUNKY CHARM BRACELET,28,15,250.59999999999997,0.9333333333333333,6.533333333333333
TIN CAN BISCUITS DESIGN,48,4,60.0,1.6,11.200000000000001
TIN CAN CONFECTIONERY DESIGN,12,1,15.0,0.4,2.8000000000000003
TIN CAN HOUSEKEEPING DESIGN,24,2,30.0,0.8,5.6000000000000005
TIN CAN KINGS CHOICE DESIGN,36,3,45.0,1.2,8.4
TIN CAN POCKET MONEY DESIGN,24,2,30.0,0.8,5.6000000000000005
TINY CRYSTAL BRACELET BLUE,17,4,43.349999999999994,0.5666666666666667,3.966666666666667
TINY CRYSTAL BRACELET GREEN,23,5,58.65,0.7666666666666667,5.366666666666667
TINY CRYSTAL BRACELET RED,18,4,45.9,0.6,4.2
TINY CRYSTALS BRACELET BLACK,6,1,15.299999999999999,0.2,1.4000000000000001
TOADSTOOL BEDSIDE LIGHT ,246,103,2180.7,8.2,57.39999999999999
TOADSTOOL MONEY BOX,1763,328,5083.250000000001,58.766666666666666,411.3666666666667
TOAST ITS - BEST MUM,2401,169,2797.25,80.03333333333333,560.2333333333333
TOAST ITS - DINOSAUR,1310,164,1630.42,43.666666666666664,305.66666666666663
TOAST ITS - FAIRY FLOWER,1148,177,1410.95,38.266666666666666,267.8666666666667
TOAST ITS - HAPPY BIRTHDAY,1026,158,1275.3,34.2,239.40000000000003
TOAST ITS - I LOVE YOU ,3339,278,3982.15,111.3,779.1
TOILET METAL SIGN,8125,728,4337.97,270.8333333333333,1895.8333333333333
TOILET SIGN OCCUPIED OR VACANT,3378,254,2807.6899999999996,112.6,788.1999999999999
TOMATO CHARLIE+LOLA COASTER SET,1139,158,2488.89,37.96666666666667,265.76666666666665
TOOL BOX SOFT TOY ,316,176,2889.64,10.533333333333333,73.73333333333333
TOOTHPASTE TUBE PEN,2080,149,1088.1000000000001,69.33333333333333,485.3333333333333
TOP SECRET PEN SET,1210,49,1231.6999999999998,40.333333333333336,282.33333333333337
TOTE BAG I LOVE LONDON,1610,140,3091.54,53.666666666666664,375.66666666666663
TOXIC AREA  DOOR HANGER ,2325,239,1475.9499999999998,77.5,542.5
TOY TIDY DOLLY GIRL DESIGN,1304,178,2474.38,43.46666666666667,304.26666666666665
TOY TIDY PINK POLKADOT,4378,381,8587.48,145.93333333333334,1021.5333333333333
TOY TIDY PINK RETROSPOT  ,4279,410,8393.1,142.63333333333333,998.4333333333333
TOY TIDY SPACEBOY  ,4654,549,9044.0,155.13333333333333,1085.9333333333334
TOYBOX  WRAP ,1801,64,740.42,60.03333333333333,420.23333333333335
TRADITIONAL CHRISTMAS RIBBONS,5802,562,7171.83,193.4,1353.8
TRADITIONAL KNITTING NANCY,8365,719,12780.57,278.8333333333333,1951.8333333333333
TRADITIONAL MODELLING CLAY,14393,655,16851.64,479.76666666666665,3358.366666666667
TRADITIONAL NAUGHTS & CROSSES,2018,216,3300.8999999999996,67.26666666666667,470.8666666666667
TRADITIONAL PICK UP STICKS GAME ,1836,231,2295.0,61.2,428.40000000000003
TRADITIONAL WOODEN CATCH CUP GAME ,7273,601,8814.42,242.43333333333334,1697.0333333333333
TRADITIONAL WOODEN SKIPPING ROPE,11721,664,14603.13,390.7,2734.9
TRADTIONAL ALPHABET STAMP SET,926,174,4497.3,30.866666666666667,216.06666666666666
TRANQUILITY MASALA INCENSE,442,18,92.82,14.733333333333333,103.13333333333333
TRANSPARENT ACRYLIC TAPE DISPENSER,912,19,258.36,30.4,212.79999999999998
TRAVEL CARD WALLET FLOWER MEADOW,1693,130,709.62,56.43333333333333,395.0333333333333
TRAVEL CARD WALLET I LOVE LONDON,4346,175,1767.72,144.86666666666667,1014.0666666666667
TRAVEL CARD WALLET KEEP CALM,11645,437,4641.32,388.1666666666667,2717.166666666667
TRAVEL CARD WALLET PANTRY,1853,123,779.9,61.766666666666666,432.3666666666667
TRAVEL CARD WALLET RETRO PETALS,1489,88,623.94,49.63333333333333,347.43333333333334
TRAVEL CARD WALLET RETROSPOT,2104,160,882.24,70.13333333333334,490.9333333333334
TRAVEL CARD WALLET SKULLS,2052,140,860.4,68.4,478.80000000000007
TRAVEL CARD WALLET SUKI,2228,183,932.88,74.26666666666667,519.8666666666667
TRAVEL CARD WALLET TRANSPORT,3042,205,1274.76,101.4,709.8000000000001
TRAVEL CARD WALLET UNION JACK,2477,181,1038.9,82.56666666666666,577.9666666666667
TRAVEL CARD WALLET VINTAGE LEAF,1320,97,554.4,44.0,308.0
TRAVEL CARD WALLET VINTAGE ROSE ,541,52,225.78,18.033333333333335,126.23333333333335
TRAVEL CARD WALLET VINTAGE TICKET,4540,292,1875.12,151.33333333333334,1059.3333333333335
TRAVEL SEWING KIT,9353,716,14859.81,311.76666666666665,2182.366666666667
"TRAY FOR TV DINNER , DOLLY GIRL",6,1,29.700000000000003,0.2,1.4000000000000001
"TRAY FOR TV DINNER ,SPACEBOY",6,1,29.700000000000003,0.2,1.4000000000000001
"TRAY, BREAKFAST IN BED",337,103,4041.1499999999996,11.233333333333333,78.63333333333333
TREASURE AHOY WALL ART,270,16,833.46,9.0,63.0
TREASURE ISLAND BOOK BOX,2428,214,5029.8,80.93333333333334,566.5333333333333
TREASURE TIN BUFFALO BILL ,1430,187,2886.0800000000004,47.666666666666664,333.66666666666663
TREASURE TIN GYMKHANA DESIGN,2005,284,4060.0,66.83333333333333,467.8333333333333
TREE OF NOAH FESTIVE SCENTED CANDLE,50,8,32.5,1.6666666666666667,11.666666666666668
TREE T-LIGHT HOLDER WILLIE WINKIE,352,35,522.7399999999999,11.733333333333333,82.13333333333333
TRELLIS FLOWER CHOPSTICKS SET/5,24,9,46.8,0.8,5.6000000000000005
TRIANGULAR POUFFE VINTAGE ,106,40,1494.5,3.533333333333333,24.733333333333334
TRIANGULAR RIDGED GLASS POSY HOLDER,766,40,475.1,25.533333333333335,178.73333333333335
TRIPLE HOOK ANTIQUE IVORY ROSE,778,211,2526.02,25.933333333333334,181.53333333333333
TRIPLE PHOTO FRAME CORNICE ,977,279,9035.63,32.56666666666667,227.9666666666667
TRIPLE WIRE HOOK IVORY HEART,160,35,658.5400000000001,5.333333333333333,37.33333333333333
TRIPLE WIRE HOOK PINK HEART,68,18,215.00000000000003,2.2666666666666666,15.866666666666667
TROPICAL  HONEYCOMB PAPER GARLAND ,2629,183,5980.35,87.63333333333334,613.4333333333334
TROPICAL HOLIDAY PURSE ,31,16,91.45000000000002,1.0333333333333334,7.233333333333334
TROPICAL LUGGAGE TAG,1692,71,534.14,56.4,394.8
TROPICAL PASSPORT COVER ,373,68,566.33,12.433333333333334,87.03333333333333
TUB 24 HANGING EASTER EGGS SPOTTY,360,33,1177.2,12.0,84.0
TUB 24 PINK FLOWER PEGS,419,135,691.3499999999999,13.966666666666667,97.76666666666667
TUMBLER BAROQUE,402,25,156.78,13.4,93.8
TUMBLER NEW ENGLAND,1220,41,475.8,40.666666666666664,284.66666666666663
"TUMBLER, BAROQUE",479,16,382.11,15.966666666666667,111.76666666666667
"TUMBLER, ENGLISH ROSE",151,20,249.14999999999998,5.033333333333333,35.233333333333334
"TUMBLER, NEW ENGLAND",472,52,683.04,15.733333333333333,110.13333333333333
TURQ ICE CREAM BUM BAG ,251,27,405.05,8.366666666666667,58.56666666666667
TURQ PENDANT TRIPLE SHELL NECKLACE,7,4,34.650000000000006,0.23333333333333334,1.6333333333333333
TURQ STONE/CRYSTAL EARRINGS,15,4,44.25000000000001,0.5,3.5
TURQ+RED BOUDICCA LARGE BRACELET,81,32,562.95,2.7,18.900000000000002
TURQOISE ICE CREAM SUNHAT,289,19,304.09000000000003,9.633333333333333,67.43333333333334
TURQUOISE BERTIE GLASS BEAD CHARM,88,6,94.8,2.933333333333333,20.53333333333333
TURQUOISE CHRISTMAS TREE ,17,9,21.25,0.5666666666666667,3.966666666666667
TURQUOISE CRYSTAL+GLASS BRACELET,38,15,188.10000000000002,1.2666666666666666,8.866666666666667
TURQUOISE GLASS TASSLE BAG CHARM ,65,18,191.75000000000003,2.1666666666666665,15.166666666666666
TURQUOISE HEART OF GLASS BRACELET,24,11,142.8,0.8,5.6000000000000005
TUSCAN VILLA BIRD FEEDER,16,8,132.0,0.5333333333333333,3.7333333333333334
TUSCAN VILLA BIRD TABLE ,19,11,156.75,0.6333333333333333,4.433333333333334
TUSCAN VILLA DOVECOTE,12,4,99.0,0.4,2.8000000000000003
TUSCAN VILLA DOVECOTE BIRD FEEDER,37,17,299.25,1.2333333333333334,8.633333333333333
TUSCAN VILLA FEEDING STATION,12,7,99.0,0.4,2.8000000000000003
TV DINNER TRAY AIR HOSTESS ,553,122,2017.3300000000002,18.433333333333334,129.03333333333333
TV DINNER TRAY DOLLY GIRL,1043,202,4614.570000000001,34.766666666666666,243.36666666666667
TV DINNER TRAY VINTAGE PAISLEY,732,166,2580.44,24.4,170.79999999999998
TWO DOOR CURIO CABINET,765,202,8960.1,25.5,178.5
TWO EMBOSSED HEART MINI DRAWERS,676,28,1544.2,22.533333333333335,157.73333333333335
This is a test product.,51,10,226.0,1.7,11.9
UBO-LIGHT TRIOBASE BLUE,5,3,4.25,0.16666666666666666,1.1666666666666665
UBO-LIGHT TRIOBASE PURPLE,5,3,4.25,0.16666666666666666,1.1666666666666665
UNION FLAG WINDSOCK,1052,69,1180.48,35.06666666666667,245.4666666666667
UNION JACK FLAG LUGGAGE TAG,1659,294,2068.4,55.3,387.09999999999997
UNION JACK FLAG PASSPORT COVER ,1483,259,2947.02,49.43333333333333,346.0333333333333
UNION JACK GUNS & ROSES  DOORMAT,747,87,3737.4500000000003,24.9,174.29999999999998
UNION JACK HOT WATER BOTTLE ,608,157,3514.6000000000004,20.266666666666666,141.86666666666667
UNION STRIPE CUSHION COVER ,1178,154,1449.7,39.266666666666666,274.8666666666667
UNION STRIPE WITH FRINGE  HAMMOCK,1280,330,9624.04,42.666666666666664,298.66666666666663
URBAN BLACK RIBBONS ,1627,210,1653.3,54.233333333333334,379.6333333333333
URBAN CHIC CHOPSTICKS SET/5,397,48,744.15,13.233333333333333,92.63333333333333
UTILTY CABINET WITH HOOKS,178,16,3623.2000000000003,5.933333333333334,41.53333333333333
VANILLA CANDLE IN EMBOSSED ZINC POT,10,3,16.9,0.3333333333333333,2.333333333333333
VANILLA INCENSE 40 CONES IN TIN,88,28,105.2,2.933333333333333,20.53333333333333
VANILLA INCENSE IN TIN,3931,161,2122.19,131.03333333333333,917.2333333333333
VANILLA SCENT CAKE CANDLE ,960,10,218.88,32.0,224.0
VANILLA SCENT CANDLE JEWELLED BOX,2140,234,5725.34,71.33333333333333,499.3333333333333
VANILLA SCENTED VOTIVE CANDLE,24,1,6.959999999999999,0.8,5.6000000000000005
VEGETABLE GARDEN CHOPPING BOARD,70,17,317.70000000000005,2.3333333333333335,16.333333333333336
VEGETABLE MAGNETIC  SHOPPING LIST,36,3,49.8,1.2,8.4
VENDETTA CANVAS PICTURE,2,2,7.5,0.06666666666666667,0.4666666666666667
VICTORIAN  METAL POSTCARD SPRING,5773,380,8155.09,192.43333333333334,1347.0333333333333
VICTORIAN GLASS HANGING T-LIGHT,37285,1442,45746.75,1242.8333333333333,8699.833333333332
VICTORIAN METAL POSTCARD CHRISTMAS,351,42,579.15,11.7,81.89999999999999
VICTORIAN SEWING BOX LARGE,1229,344,14406.63,40.96666666666667,286.76666666666665
VICTORIAN SEWING BOX MEDIUM,1267,360,9550.49,42.233333333333334,295.6333333333333
VICTORIAN SEWING BOX SMALL ,2171,553,12409.960000000001,72.36666666666666,506.5666666666666
VICTORIAN SEWING KIT,5294,254,5777.54,176.46666666666667,1235.2666666666667
VILLAGE SHOW WALL ART,386,18,2072.42,12.866666666666667,90.06666666666666
VINTAGE  2 METER FOLDING RULER,1775,155,2902.47,59.166666666666664,414.16666666666663
VINTAGE  2 METRE FOLDING RULER,1321,127,2197.6899999999996,44.03333333333333,308.23333333333335
VINTAGE BEAD CHAISE LONG JEWEL BOX,18,2,21.5,0.6,4.2
VINTAGE BEAD COSMETIC BAG ,1776,21,1195.82,59.2,414.40000000000003
VINTAGE BEAD FILLED PINK CUSHION,12,5,59.400000000000006,0.4,2.8000000000000003
VINTAGE BEAD NOTEBOOK,183,56,539.85,6.1,42.699999999999996
VINTAGE BEAD PINK EVENING BAG,533,51,753.88,17.766666666666666,124.36666666666666
VINTAGE BEAD PINK JEWEL BOX,51,24,216.75,1.7,11.9
VINTAGE BEAD PINK JEWEL STAND,3,3,14.850000000000001,0.1,0.7000000000000001
VINTAGE BEAD PINK PURSE ,867,68,937.01,28.9,202.29999999999998
VINTAGE BEAD PINK SCARF ,337,37,612.7499999999999,11.233333333333333,78.63333333333333
VINTAGE BEAD PINK SHADE ,525,43,652.5,17.5,122.5
VINTAGE BELLS GARLAND,784,127,2246.56,26.133333333333333,182.93333333333334
VINTAGE BILLBOARD DRINK ME MUG,3981,314,4299.7,132.7,928.8999999999999
VINTAGE BILLBOARD LOVE/HATE MUG,3901,257,3817.23,130.03333333333333,910.2333333333333
VINTAGE BILLBOARD MUG ,1908,163,1836.16,63.6,445.2
VINTAGE BILLBOARD TEA MUG,4901,178,4909.400000000001,163.36666666666667,1143.5666666666666
VINTAGE BLUE KITCHEN CABINET,45,37,9290.0,1.5,10.5
VINTAGE BLUE TINSEL REEL,383,38,209.58,12.766666666666667,89.36666666666667
VINTAGE CARAVAN GIFT WRAP,3446,124,1427.32,114.86666666666666,804.0666666666666
VINTAGE CARAVAN GREETING CARD ,3930,244,1608.22,131.0,917.0
VINTAGE CAT FOOD CONTAINER,34,5,218.14,1.1333333333333333,7.933333333333334
VINTAGE CHRISTMAS BUNTING,2748,359,12960.12,91.6,641.1999999999999
VINTAGE CHRISTMAS CAKE FRILL,2453,122,3879.45,81.76666666666667,572.3666666666667
VINTAGE CHRISTMAS GIFT BAG LARGE ,1781,83,2066.65,59.36666666666667,415.56666666666666
VINTAGE CHRISTMAS GIFT SACK,1364,193,5523.0,45.46666666666667,318.26666666666665
VINTAGE CHRISTMAS PAPER GIFT BAG,1563,88,1241.6599999999999,52.1,364.7
VINTAGE CHRISTMAS STOCKING ,2199,281,5564.25,73.3,513.1
VINTAGE CHRISTMAS TABLECLOTH,391,104,4638.52,13.033333333333333,91.23333333333333
VINTAGE COFFEE GRINDER BOX,102,23,485.70000000000005,3.4,23.8
VINTAGE COLLAGE  GREETING  CARD ,40,2,16.8,1.3333333333333333,9.333333333333332
VINTAGE CREAM 3 BASKET CAKE STAND,1632,444,15172.599999999999,54.4,380.8
VINTAGE CREAM CAT FOOD CONTAINER,831,287,4976.139999999999,27.7,193.9
VINTAGE CREAM DOG FOOD CONTAINER,990,357,8122.35,33.0,231.0
VINTAGE DESIGN GIFT TAGS,3,2,2.55,0.1,0.7000000000000001
VINTAGE DOG FOOD CONTAINER,36,6,308.64,1.2,8.4
VINTAGE DOILY DELUXE SEWING KIT ,722,176,4194.900000000001,24.066666666666666,168.46666666666667
VINTAGE DOILY JUMBO BAG RED ,4434,234,8508.220000000001,147.8,1034.6000000000001
VINTAGE DOILY TRAVEL SEWING KIT,3516,349,6736.2,117.2,820.4
VINTAGE DONKEY TAIL GAME ,1750,215,6146.89,58.333333333333336,408.33333333333337
VINTAGE EMBOSSED HEART,886,84,1102.46,29.533333333333335,206.73333333333335
VINTAGE ENAMEL & CRYSTAL EARRINGS,22,7,108.9,0.7333333333333333,5.133333333333333
VINTAGE ENAMEL & CRYSTAL NECKLACE,10,5,49.5,0.3333333333333333,2.333333333333333
VINTAGE ENGRAVED HEART,60,4,75.0,2.0,14.0
VINTAGE GLASS COFFEE CADDY,238,78,1380.1000000000001,7.933333333333334,55.53333333333333
VINTAGE GLASS SUGAR CADDY,69,25,404.55,2.3,16.099999999999998
VINTAGE GLASS T-LIGHT HOLDER,2129,122,1722.79,70.96666666666667,496.76666666666665
VINTAGE GLASS TEA CADDY,219,78,1279.0500000000002,7.3,51.1
VINTAGE GOLD TINSEL REEL,233,42,111.3,7.766666666666667,54.36666666666667
VINTAGE HEADS AND TAILS CARD GAME ,16199,1050,19147.65,539.9666666666667,3779.766666666667
VINTAGE JINGLE BELLS HEART,226,76,1864.5,7.533333333333333,52.733333333333334
VINTAGE JINGLE BELLS WREATH,74,26,610.5,2.466666666666667,17.266666666666666
VINTAGE KEEPSAKE BOX BEAUTY GIRL,6,3,38.1,0.2,1.4000000000000001
VINTAGE KEEPSAKE BOX PARIS DAYS,69,15,313.34999999999997,2.3,16.099999999999998
VINTAGE KEEPSAKE BOX PINK FLOWER,33,16,209.54999999999998,1.1,7.700000000000001
VINTAGE KEEPSAKE BOX TRAVELOGUE,103,19,337.25,3.433333333333333,24.03333333333333
VINTAGE KID DOLLY CARD ,6472,409,2611.57,215.73333333333332,1510.1333333333332
VINTAGE KITCHEN PRINT FRUITS,3471,56,1343.85,115.7,809.9
VINTAGE KITCHEN PRINT PUDDINGS,2695,70,1352.25,89.83333333333333,628.8333333333333
VINTAGE KITCHEN PRINT SEAFOOD,3644,37,1552.2,121.46666666666667,850.2666666666667
VINTAGE KITCHEN PRINT VEGETABLES,3316,53,1714.2,110.53333333333333,773.7333333333333
VINTAGE LEAF CHOPPING BOARD  ,144,41,684.0000000000001,4.8,33.6
VINTAGE LEAF MAGNETIC NOTEPAD,1593,211,2242.65,53.1,371.7
VINTAGE METAL CAKE STAND CREAM ,1,1,12.75,0.03333333333333333,0.23333333333333334
VINTAGE NOTEBOOK BEAUTY GIRL,77,28,227.15000000000003,2.566666666666667,17.96666666666667
VINTAGE NOTEBOOK FRENCH LETTER ,16,4,47.20000000000001,0.5333333333333333,3.7333333333333334
VINTAGE NOTEBOOK PARIS DAYS,298,37,613.9000000000001,9.933333333333334,69.53333333333333
VINTAGE NOTEBOOK PINK FLOWER,38,13,112.10000000000001,1.2666666666666666,8.866666666666667
